goodreads_book_id,tag_id,count
432,20849,8
432,5090,8
432,18045,8
432,3456,8
432,26126,8
432,19835,8
432,12948,8
432,20994,8
432,29187,8
432,25150,7
432,22009,7
432,24083,7
432,10197,6
432,2294,6
432,7404,6
432,24997,6
432,20989,6
432,20957,6
432,20926,6
432,12315,6
432,26740,6
432,23471,6
432,19524,6
432,27669,6
432,22111,6
432,31528,6
432,31514,6
432,30521,5
432,25167,5
432,18318,5
432,32586,5
432,24996,5
432,10094,5
432,251,5
432,25114,5
432,26752,5
432,7668,5
432,23960,5
432,2104,4
432,20774,4
432,25152,4
432,25151,4
432,17213,4
432,11574,4
432,21111,4
432,20279,4
432,30358,4
432,10093,4
432,8527,4
432,8533,4
432,25149,4
432,1659,4
432,33760,4
432,13561,4
432,7778,4
432,13547,4
432,21672,4
432,8545,4
432,32302,4
432,11570,4
432,25761,4
432,895,4
432,18377,4
597,30574,14205
597,21689,416
597,20673,304
597,8717,248
597,11557,168
597,21773,163
597,19733,116
597,15048,85
597,23970,83
597,10891,68
597,5207,49
597,22743,48
597,19742,41
597,31155,40
597,4605,37
597,11743,32
597,8683,20
597,9221,16
597,18045,16
597,30521,16
597,4615,16
597,16651,15
597,8055,14
597,615,12
597,1642,12
597,7275,11
597,11590,10
597,5090,10
597,19738,10
597,7725,10
597,617,10
597,20693,10
597,20849,9
597,12680,9
597,15067,9
597,17366,9
597,3371,8
597,17213,8
597,22753,7
597,3389,7
597,3392,7
597,14552,7
597,25146,7
597,21685,7
597,19749,7
597,2104,6
597,20774,6
597,27535,6
597,25147,6
597,603,6
597,32586,6
597,19524,6
597,19735,6
597,28052,6
597,7668,6
597,26067,6
597,23969,6
597,23985,6
597,11505,5
597,22689,5
597,5444,5
597,27556,5
597,22545,5
597,2277,5
597,20279,5
597,3379,5
597,25149,5
597,25148,5
597,30755,5
597,3611,5
597,21766,5
597,9147,5
597,8573,5
597,8680,5
597,28014,5
597,25153,4
597,11503,4
597,10210,4
597,24999,4
597,1416,4
597,3596,4
597,15060,4
597,4617,4
597,25145,4
597,25144,4
597,10886,4
597,9959,4
597,20159,4
597,21501,4
597,25143,4
597,26068,4
597,21044,4
597,17886,4
597,25485,4
597,14764,3
597,31656,3
597,4568,3
597,23349,3
597,30860,3
597,1668,3
647,30574,1602
647,21689,973
647,23931,417
647,8717,368
647,21773,238
647,10245,209
647,28052,122
647,5951,120
647,11557,105
647,22743,103
647,9221,63
647,8683,63
647,19294,50
647,28046,50
647,23909,49
647,5207,46
647,14552,45
647,23471,41
647,8039,35
647,1559,30
647,9318,30
647,30521,27
647,6235,27
647,6184,26
647,5632,25
647,18045,23
647,19623,23
647,6178,21
647,13287,21
647,28031,21
647,23923,21
647,16651,20
647,10256,20
647,1416,19
647,8705,19
647,22753,18
647,28025,18
647,30755,17
647,11978,17
647,17213,16
647,8680,16
647,1713,16
647,20774,15
647,10644,15
647,28009,15
647,30756,14
647,30258,14
647,26735,13
647,25562,13
647,21685,13
647,23940,13
647,10891,12
647,10886,12
647,8706,12
647,11590,11
647,20849,11
647,10197,11
647,21739,11
647,28024,11
647,26478,11
647,28032,11
647,15169,10
647,8055,10
647,31505,10
647,23040,10
647,1511,10
647,26816,10
647,487,10
647,23911,10
647,3389,9
647,22689,9
647,11643,9
647,12954,9
647,31557,9
647,11644,9
647,2709,9
647,11743,8
647,5090,8
647,5444,8
647,923,8
647,24526,8
647,21766,8
647,9477,8
647,26481,8
647,29089,8
647,23959,8
647,26452,8
647,13286,8
647,32586,7
647,10210,7
647,9484,7
647,7668,7
647,30293,7
647,23970,7
647,28014,7
647,5971,7
647,14612,7
647,8312,7
647,27535,6
647,10304,6
676,30574,9349
676,23831,1355
676,8717,221
676,11557,147
676,22743,34
676,21689,19
676,5207,18
676,23816,16
676,18045,13
676,2277,13
676,11743,10
676,8055,10
676,18367,10
676,2313,10
676,22753,9
676,20849,8
676,15048,8
676,30781,8
676,1642,7
676,21773,7
676,25150,6
676,32586,6
676,14764,5
676,26735,5
676,4949,5
676,27766,5
676,2104,4
676,9221,4
676,15169,4
676,11497,4
676,22689,4
676,2312,4
676,11503,4
676,25149,4
676,23860,4
676,4550,4
676,7457,3
676,25151,3
676,17213,3
676,14064,3
676,25147,3
676,12315,3
676,2690,3
676,22330,3
676,22818,3
676,5051,3
676,7668,3
676,23349,3
676,15392,3
676,12663,3
676,22933,3
676,6524,3
676,29438,3
676,920,3
676,31825,3
676,7681,3
676,23825,3
676,11545,3
676,17687,3
676,23826,3
676,8073,3
676,11590,2
676,27535,2
676,10197,2
676,25153,2
676,26256,2
676,26246,2
676,26257,2
676,18318,2
676,941,2
676,30672,2
676,10210,2
676,10094,2
676,24995,2
676,21487,2
676,25822,2
676,22344,2
676,14752,2
676,7484,2
676,18991,2
676,21948,2
676,2687,2
676,17591,2
676,1076,2
676,12621,2
676,22215,2
676,25500,2
676,23812,2
676,5623,2
676,23857,2
676,23842,2
676,23845,2
676,25161,2
676,22081,2
676,22412,2
676,1237,2
676,29394,2
676,30735,2
676,4548,2
676,30340,2
1097,30574,90506
1097,21689,3640
1097,21773,1548
1097,8717,1507
1097,12175,1229
1097,14134,416
1097,11557,302
1097,28052,273
1097,23931,231
1097,5207,205
1097,22743,192
1097,14552,169
1097,26816,135
1097,26735,102
1097,10245,97
1097,8683,97
1097,22098,94
1097,5951,88
1097,1642,73
1097,9221,69
1097,4949,64
1097,16651,64
1097,22753,62
1097,18045,62
1097,28046,55
1097,17213,53
1097,23909,50
1097,28031,50
1097,12255,46
1097,12186,45
1097,25114,44
1097,30521,43
1097,28024,43
1097,8209,43
1097,22689,38
1097,8706,38
1097,12200,37
1097,28014,37
1097,10708,37
1097,26740,36
1097,14370,36
1097,21685,36
1097,20849,34
1097,12315,34
1097,12239,34
1097,3389,33
1097,2271,33
1097,12252,33
1097,30755,32
1097,1416,32
1097,12243,32
1097,8705,31
1097,2277,30
1097,32586,30
1097,21766,30
1097,1668,30
1097,8680,30
1097,12208,29
1097,12213,29
1097,1669,28
1097,12238,28
1097,30756,27
1097,21739,27
1097,20774,26
1097,23970,26
1097,12182,25
1097,3392,24
1097,10197,24
1097,24526,24
1097,9477,24
1097,15169,22
1097,603,22
1097,25562,21
1097,31505,21
1097,7668,21
1097,11743,20
1097,9484,20
1097,11978,20
1097,21374,20
1097,9493,20
1097,28032,19
1097,12955,19
1097,8055,18
1097,22733,18
1097,30339,18
1097,15569,18
1097,8664,18
1097,11432,18
1097,14143,18
1097,12229,18
1097,12954,17
1097,10316,17
1097,14151,17
1097,8039,17
1097,14160,17
1097,29089,17
1097,22545,16
1097,14764,16
1097,12230,16
1097,12193,16
1362,30574,4449
1362,14552,1900
1362,7457,911
1362,21689,514
1362,8717,394
1362,11557,184
1362,2435,165
1362,21773,160
1362,13646,109
1362,5207,93
1362,7404,93
1362,2424,79
1362,9221,77
1362,13643,77
1362,2429,75
1362,14467,71
1362,7438,67
1362,18367,64
1362,22743,58
1362,21024,50
1362,2732,47
1362,23471,45
1362,26735,40
1362,20849,39
1362,22753,38
1362,14561,38
1362,30521,37
1362,18045,35
1362,13613,34
1362,14445,34
1362,11743,32
1362,7668,31
1362,32586,30
1362,25562,30
1362,7448,30
1362,2448,27
1362,7446,27
1362,2425,27
1362,32130,25
1362,13654,25
1362,13652,25
1362,7423,22
1362,31155,22
1362,30755,22
1362,2438,22
1362,20774,21
1362,14487,21
1362,31133,20
1362,23931,20
1362,32796,20
1362,13642,20
1362,30693,19
1362,13661,19
1362,17213,18
1362,2431,18
1362,11590,17
1362,14764,16
1362,31505,16
1362,14544,16
1362,2705,16
1362,10342,16
1362,7478,15
1362,1416,15
1362,14622,15
1362,7440,15
1362,15169,14
1362,22330,14
1362,10937,14
1362,22689,13
1362,25114,13
1362,30635,13
1362,23040,13
1362,3069,13
1362,32355,13
1362,2449,13
1362,7443,13
1362,10932,12
1362,12315,12
1362,29716,12
1362,18172,12
1362,14545,12
1362,10197,11
1362,31140,11
1362,23349,11
1362,14572,11
1362,23229,11
1362,7459,11
1362,24960,10
1362,1642,10
1362,21712,10
1362,15424,10
1362,13649,10
1362,13659,10
1362,7449,10
1362,14305,10
1362,5090,9
1362,5444,9
1362,14585,9
1362,14456,9
1362,23307,9
1371,30574,135881
1371,7457,8814
1371,8717,6251
1371,23831,2823
1371,11743,2132
1371,11557,1480
1371,7404,1327
1371,21024,1274
1371,22743,902
1371,18367,857
1371,5207,705
1371,14552,559
1371,11305,546
1371,26735,461
1371,14487,442
1371,13646,370
1371,10729,356
1371,32130,304
1371,22753,295
1371,14467,274
1371,17213,267
1371,9221,264
1371,7423,262
1371,1691,213
1371,13643,196
1371,2424,194
1371,7438,189
1371,25114,186
1371,18045,179
1371,30521,157
1371,20849,153
1371,26256,143
1371,12315,143
1371,2429,143
1371,7478,138
1371,10740,137
1371,7668,130
1371,10743,122
1371,11590,121
1371,26740,118
1371,20774,116
1371,13656,111
1371,2732,104
1371,14776,103
1371,14370,101
1371,15169,97
1371,22034,97
1371,7422,97
1371,13654,96
1371,7446,92
1371,1642,89
1371,2435,84
1371,26251,81
1371,2438,81
1371,10197,79
1371,10210,79
1371,22689,78
1371,23471,78
1371,31505,78
1371,7417,75
1371,31133,74
1371,30635,74
1371,29716,74
1371,22330,73
1371,21011,71
1371,24960,70
1371,26754,69
1371,1416,68
1371,26246,65
1371,3389,63
1371,32586,63
1371,5090,62
1371,13613,62
1371,7448,62
1371,25761,61
1371,2431,61
1371,2425,60
1371,25191,59
1371,31140,58
1371,30573,57
1371,14764,57
1371,21689,56
1371,1659,54
1371,18292,51
1371,23349,51
1371,5444,49
1371,26257,49
1371,13207,48
1371,18318,48
1371,26752,47
1371,3371,46
1371,20731,46
1371,9886,45
1371,12948,45
1371,3392,44
1371,29316,43
1371,7390,41
1371,22545,40
1371,17217,40
1371,30860,40
1375,7457,1055
1375,11743,281
1375,23831,247
1375,11557,193
1375,7404,192
1375,22743,158
1375,21024,144
1375,5207,116
1375,18367,113
1375,11305,91
1375,9221,67
1375,14552,64
1375,14487,56
1375,1691,40
1375,22753,39
1375,26735,39
1375,13646,37
1375,10729,35
1375,14467,31
1375,30521,30
1375,7423,30
1375,20849,29
1375,14370,23
1375,13643,23
1375,25114,21
1375,22034,20
1375,7478,19
1375,18045,18
1375,20774,17
1375,22689,17
1375,12315,17
1375,32130,17
1375,2732,17
1375,5090,16
1375,32586,16
1375,2424,15
1375,30574,14
1375,15169,14
1375,23471,14
1375,3392,13
1375,21689,13
1375,7438,13
1375,2438,13
1375,26740,12
1375,26752,12
1375,7422,12
1375,7417,12
1375,2435,12
1375,21011,12
1375,2429,12
1375,3389,11
1375,3358,11
1375,10743,11
1375,17213,10
1375,1642,10
1375,25191,10
1375,20731,10
1375,23349,10
1375,11590,9
1375,30573,9
1375,22545,9
1375,30635,9
1375,29716,9
1375,2104,8
1375,22352,8
1375,5444,8
1375,13656,8
1375,10740,8
1375,17822,8
1375,14776,8
1375,21989,7
1375,20781,7
1375,26256,7
1375,9886,7
1375,26754,7
1375,18292,7
1375,29355,7
1375,3069,7
1375,219,7
1375,2425,7
1375,13654,7
1375,29011,6
1375,26138,6
1375,20797,6
1375,1659,6
1375,17358,6
1375,25106,6
1375,7668,6
1375,7658,6
1375,25647,6
1375,22758,6
1375,5332,6
1375,32799,6
1375,20737,6
1375,18322,6
1375,14379,6
1375,7446,6
1375,14064,5
1375,30551,5
1375,893,5
1381,30574,238730
1381,7457,14238
1381,8717,6696
1381,11743,3670
1381,23831,3418
1381,7404,2309
1381,11557,2292
1381,21024,1850
1381,11305,1271
1381,26735,1257
1381,22743,1244
1381,18367,1188
1381,5207,1098
1381,1691,680
1381,25114,574
1381,14552,555
1381,10729,468
1381,7423,456
1381,14487,440
1381,13646,438
1381,12315,428
1381,26740,403
1381,22753,390
1381,14370,385
1381,14467,368
1381,9221,324
1381,17213,264
1381,7438,256
1381,13643,239
1381,2424,232
1381,1642,227
1381,20849,221
1381,30521,221
1381,2429,206
1381,18045,195
1381,7478,180
1381,26754,173
1381,20774,170
1381,11590,166
1381,7422,163
1381,10743,162
1381,13656,162
1381,22034,160
1381,10740,160
1381,24960,159
1381,25191,154
1381,7668,154
1381,26752,145
1381,14776,143
1381,25761,142
1381,7417,138
1381,15169,135
1381,29716,125
1381,1659,118
1381,2732,118
1381,31133,116
1381,13654,114
1381,30635,109
1381,30573,108
1381,7446,107
1381,21011,106
1381,5090,103
1381,22689,101
1381,23471,98
1381,32586,95
1381,1265,93
1381,18318,92
1381,10197,86
1381,3389,85
1381,3392,85
1381,31140,84
1381,14764,83
1381,12948,83
1381,5153,83
1381,2438,81
1381,21689,80
1381,25171,80
1381,32130,79
1381,10210,78
1381,23349,77
1381,2435,76
1381,31535,76
1381,22545,75
1381,3371,74
1381,9886,73
1381,31505,72
1381,30860,71
1381,18326,70
1381,31155,70
1381,13613,70
1381,5444,68
1381,18292,66
1381,2425,66
1381,23743,63
1381,2431,62
1381,2104,61
1381,25011,60
1381,20731,59
1381,11765,59
1381,7448,59
1420,30574,139322
1420,8717,14487
1420,7457,13787
1420,23743,6984
1420,11557,5203
1420,11743,3145
1420,27438,2850
1420,9886,2510
1420,7404,2232
1420,26735,1629
1420,23727,1355
1420,5207,1131
1420,18367,1098
1420,22743,1086
1420,30208,770
1420,25114,732
1420,23831,612
1420,14370,601
1420,12315,583
1420,11590,485
1420,26740,443
1420,31103,427
1420,5751,390
1420,22753,365
1420,7423,365
1420,10644,364
1420,14487,328
1420,30205,317
1420,5776,301
1420,29412,264
1420,24960,230
1420,1642,227
1420,14467,226
1420,10658,219
1420,26754,209
1420,9221,202
1420,26256,193
1420,26752,190
1420,362,185
1420,25191,181
1420,25761,177
1420,32522,173
1420,20849,167
1420,18045,167
1420,15169,161
1420,20774,160
1420,2104,159
1420,7422,158
1420,20811,156
1420,7668,150
1420,30521,136
1420,5775,128
1420,22689,119
1420,31535,118
1420,26251,117
1420,7478,116
1420,25171,114
1420,13150,114
1420,25151,113
1420,11505,109
1420,5090,109
1420,22034,104
1420,25234,100
1420,25152,100
1420,25726,99
1420,18318,98
1420,7417,98
1420,11497,97
1420,9286,97
1420,10641,96
1420,26246,95
1420,25150,94
1420,30573,94
1420,29716,94
1420,5746,93
1420,1659,92
1420,3271,92
1420,5153,92
1420,10210,91
1420,1078,87
1420,25765,86
1420,25167,86
1420,20656,86
1420,1128,85
1420,17213,85
1420,26138,85
1420,2759,83
1420,9147,83
1420,31514,83
1420,12290,81
1420,10657,79
1420,13892,78
1420,14764,77
1420,18292,76
1420,25816,76
1420,7451,72
1420,11305,71
1420,10932,69
1420,7565,69
1420,7472,68
1519,30574,14156
1519,7457,1077
1519,23743,736
1519,9886,435
1519,8717,258
1519,11743,243
1519,21024,200
1519,11557,189
1519,22743,151
1519,18367,135
1519,13646,128
1519,23831,127
1519,30208,124
1519,7404,111
1519,5207,107
1519,23727,106
1519,26735,87
1519,7438,76
1519,2424,71
1519,31103,68
1519,9221,65
1519,13643,60
1519,2429,59
1519,7668,58
1519,30205,53
1519,14552,49
1519,13654,46
1519,25114,44
1519,22753,40
1519,2732,37
1519,29412,37
1519,18045,34
1519,12315,33
1519,7448,32
1519,2438,30
1519,7446,29
1519,2425,28
1519,2431,28
1519,13613,27
1519,20849,26
1519,7423,26
1519,26740,22
1519,23471,22
1519,31140,22
1519,7563,22
1519,14764,20
1519,31535,20
1519,11305,19
1519,14467,19
1519,31133,18
1519,15424,18
1519,7440,18
1519,11590,17
1519,20774,17
1519,30521,17
1519,1642,16
1519,14487,16
1519,2435,16
1519,13656,16
1519,13642,16
1519,31141,15
1519,12290,15
1519,13649,14
1519,13661,14
1519,13653,14
1519,13660,14
1519,26752,13
1519,2448,13
1519,31514,13
1519,23229,13
1519,32355,13
1519,2449,12
1519,7445,12
1519,15169,11
1519,32586,11
1519,30635,11
1519,25761,11
1519,25152,10
1519,7478,10
1519,1511,10
1519,7422,10
1519,31011,10
1519,18172,10
1519,22689,9
1519,17213,9
1519,18292,9
1519,14370,9
1519,23764,9
1519,23349,9
1519,32799,9
1519,29716,9
1519,21011,9
1519,2437,9
1519,13659,9
1519,18305,9
1519,2432,9
1519,25151,8
1519,25147,8
1519,26754,8
1519,22301,8
1524,30574,498
1524,7457,335
1524,23743,270
1524,9886,124
1524,11743,59
1524,21024,54
1524,30208,52
1524,7404,47
1524,13646,44
1524,23727,43
1524,18367,32
1524,26735,31
1524,11557,26
1524,31103,22
1524,2424,19
1524,22743,18
1524,25114,18
1524,23831,16
1524,13643,16
1524,30205,15
1524,8717,14
1524,2732,13
1524,29412,13
1524,12315,12
1524,7438,12
1524,2429,12
1524,13654,12
1524,14487,11
1524,11305,10
1524,14467,10
1524,7423,10
1524,14552,10
1524,7668,10
1524,26740,8
1524,23471,8
1524,13613,8
1524,31535,8
1524,2438,8
1524,2425,8
1524,5207,7
1524,17213,7
1524,32586,7
1524,14036,7
1524,2431,7
1524,13660,7
1524,27199,6
1524,30521,6
1524,29716,6
1524,13656,6
1524,32315,6
1524,7448,6
1524,13650,6
1524,1728,6
1524,22753,5
1524,18045,5
1524,25151,5
1524,7478,5
1524,14370,5
1524,23756,5
1524,13649,5
1524,1642,4
1524,25148,4
1524,26754,4
1524,1511,4
1524,25146,4
1524,25761,4
1524,31514,4
1524,7446,4
1524,7440,4
1524,13653,4
1524,25265,4
1524,11590,3
1524,25765,3
1524,15169,3
1524,3389,3
1524,10197,3
1524,18292,3
1524,30635,3
1524,23764,3
1524,7422,3
1524,10304,3
1524,20656,3
1524,27563,3
1524,2448,3
1524,21011,3
1524,25161,3
1524,25111,3
1524,23757,3
1524,13642,3
1524,2437,3
1524,15041,3
1524,7441,3
1524,13647,3
1524,12291,3
1524,28510,3
1524,18381,3
1524,5444,2
1524,25000,2
1524,32095,2
1524,5313,2
1540,7457,1415
1540,23743,869
1540,8717,511
1540,9886,494
1540,11743,355
1540,22743,250
1540,11557,221
1540,5207,216
1540,26735,188
1540,18367,185
1540,21024,180
1540,7404,170
1540,23727,143
1540,13646,132
1540,30208,121
1540,30574,98
1540,9221,96
1540,25114,85
1540,23831,79
1540,12315,76
1540,22753,70
1540,20849,68
1540,31103,61
1540,26740,58
1540,14370,55
1540,2424,55
1540,7438,52
1540,23471,51
1540,18045,50
1540,30205,48
1540,14552,47
1540,13643,46
1540,2429,46
1540,7668,40
1540,17213,39
1540,14764,34
1540,7448,34
1540,7446,30
1540,14467,29
1540,20774,28
1540,13654,28
1540,2732,27
1540,11305,25
1540,1642,25
1540,14487,25
1540,31133,24
1540,26752,24
1540,31140,23
1540,13613,21
1540,2435,21
1540,25761,21
1540,15169,20
1540,29412,20
1540,22689,18
1540,7422,18
1540,2425,18
1540,2448,17
1540,2438,17
1540,13660,17
1540,28144,17
1540,3389,16
1540,31535,16
1540,13656,16
1540,5153,16
1540,5444,15
1540,21689,15
1540,11590,14
1540,10210,14
1540,26754,14
1540,31557,14
1540,23349,14
